Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Avg Run Cadence,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2013-08-07 07:21:52,false,"15mZ2","2.14","157","00:15:00","154","161","--","--","--","7:00","4:07","116","74","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-08-06 18:51:33,false,"30mZ2","4.31","299","00:30:00","151","160","--","--","--","6:58","4:23","122","123","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-08-02 07:00:47,false,"30mZ2","3.99","270","00:30:00","152","195","--","--","--","7:31","5:17","61","79","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-07-31 07:09:11,false,"15mZ2","2.11","150","00:15:00","152","159","--","--","--","7:07","4:17","44","56","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","900","929"
Running,2013-07-28 18:09:54,false,"5K","5.00","404","00:41:05","148","178","--","--","--","8:13","4:18","203","191","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-07-27 20:53:34,false,"5K","5.00","406","00:37:06","156","171","--","--","--","7:25","4:35","110","95","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","905","935"
Running,2013-07-07 05:01:23,false,"Dream Runners Half Marathon 2013","21.14","1,849","02:19:28","165","185","--","--","--","6:36","4:48","169","160","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-07-06 23:31:23,false,"Untitled","21.23","1,849","02:19:33","165","185","--","--","--","6:34","1:38","130","118","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-06-29 17:58:52,false,"10K","10.01","1,316","01:24:06","148","158","--","--","--","8:24","5:13","286","288","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-06-03 19:07:46,false,"6.44K + Strides","7.89","727","01:07:06","156","172","--","--","--","8:30","4:43","162","173","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-05-31 08:43:08,false,"Manipal End Point Park","0.56","41","00:04:04","148","160","--","--","--","7:16","6:34","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-05-31 08:14:53,false,"Manipal End Point Jogging Track","1.25","98","00:11:05","137","158","--","--","--","8:53","5:12","15","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-05-31 02:44:53,false,"Untitled","1.24","93","00:10:58","135","158","--","--","--","8:51","1:29","46","36","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-05-19 06:22:15,false,"5K","5.03","432","00:39:58","145","158","--","--","--","7:57","5:45","18","11","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-05-14 06:48:58,false,"8.05K + Strides","9.25","1,059","01:19:28","145","162","--","--","--","8:35","4:23","272","309","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-05-10 06:59:44,false,"8.05K","8.05","637","01:06:53","146","155","--","--","--","8:18","4:49","256","265","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-05-08 06:56:17,false,"9.66K","9.66","877","01:25:42","145","155","--","--","--","8:52","5:24","289","319","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-05-05 06:58:34,false,"Untitled","1.31","76","00:17:44","98","135","--","--","--","13:35","6:56","53","36","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-05-04 19:22:27,false,"Untitled","4.14","384","00:42:46","130","141","--","--","--","10:20","6:04","114","118","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-05-03 07:32:29,false,"6.44K","6.44","606","01:01:51","138","156","--","--","--","9:36","5:53","280","278","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-04-24 07:27:45,false,"Untitled","1.57","119","00:16:06","133","154","--","--","--","10:16","3:29","52","57","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-04-22 19:10:35,false,"6.44K + strides","8.02","724","01:02:56","161","186","--","--","--","7:51","1:47","224","197","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-04-20 07:23:32,false,"30 min","3.22","240","00:35:22","122","147","--","--","--","10:59","5:24","127","125","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-04-17 20:33:48,false,"8.05K","8.05","824","01:11:02","143","163","--","--","--","8:49","4:48","215","211","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-04-12 19:46:46,false,"30 min","4.08","433","00:31:21","148","166","--","--","--","7:41","5:03","95","55","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-04-09 19:49:24,false,"Walk","0.86","64","00:10:08","106","127","--","--","--","11:50","7:02","37","6","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-04-03 19:45:00,false,"6.44K","6.44","464","01:00:48","129","148","--","--","--","9:26","6:48","165","143","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-04-01 19:48:12,false,"6.44K","6.44","535","01:00:00","134","142","--","--","--","9:19","6:02","174","205","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-03-25 19:45:59,false,"30 min","3.76","285","00:30:56","138","148","--","--","--","8:14","4:03","107","88","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-03-23 07:47:32,false,"3K","3.24","232","00:30:17","128","143","--","--","--","9:21","4:50","123","129","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-03-20 06:46:39,false,"5K","5.01","366","00:36:41","149","179","--","--","--","7:20","3:40","132","108","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-03-15 06:35:53,false,"Untitled","3.46","219","00:28:34","137","170","--","--","--","8:16","5:00","50","55","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-03-13 07:01:36,false,"10K","10.00","757","01:17:48","148","157","--","--","--","7:47","3:02","148","155","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-03-11 19:47:01,false,"Walk","1.58","118","00:15:22","131","148","--","--","--","9:42","3:05","24","48","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-03-04 19:45:45,false,"5K","5.01","405","00:37:07","154","169","--","--","--","7:25","4:22","57","48","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-03-02 06:19:29,false,"5K","5.02","373","00:36:48","149","169","--","--","--","7:19","4:04","103","61","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-26 19:49:01,false,"5K","5.00","360","00:47:01","129","140","--","--","--","9:24","4:19","160","113","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-25 07:03:19,false,"5K","5.01","335","00:34:57","151","183","--","--","--","6:59","4:39","69","85","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-24 09:41:04,false,"Untitled","4.85","342","00:42:40","126","176","--","--","--","8:48","0:48","82","72","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-24 09:37:30,false,"5K","4.81","309","00:46:17","126","176","--","--","--","9:37","3:00","160","182","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-23 20:04:34,false,"5K","5.00","324","00:41:56","139","180","--","--","--","8:23","1:45","87","110","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-21 19:42:42,false,"5K","5.01","385","00:48:21","134","159","--","--","--","9:40","4:29","114","72","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-20 07:21:47,false,"7.5K","7.58","479","01:14:25","126","167","--","--","--","9:49","5:38","195","201","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-18 19:12:15,false,"5K","5.81","387","00:59:58","122","135","--","--","--","10:19","2:58","173","177","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-16 06:56:04,false,"Valentine day run 2013 - Decathlon Sarjapur","4.45","287","00:33:05","140","160","--","--","--","7:26","5:05","27","17","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-15 07:03:02,false,"30 min","3.40","226","00:30:01","131","146","--","--","--","8:50","3:30","70","54","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-10 05:00:25,false,"Auroville Marathon 2013","41.06","2,834","04:57:36","157","172","--","--","--","7:15","3:05","218","210","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-08 20:26:20,false,"30 min","3.09","237","00:30:01","131","145","--","--","--","9:43","5:05","94","68","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","856","929"
Running,2013-02-06 19:22:58,false,"5K","5.00","395","00:38:42","146","153","--","--","--","7:44","5:26","83","87","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-05 21:15:48,false,"5K","5.00","369","00:32:17","162","178","--","--","--","6:27","4:01","64","58","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-02 20:18:30,false,"3.21K","3.21","287","00:32:00","138","151","--","--","--","9:57","5:16","124","128","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-02 18:56:00,false,"9.66K","9.66","764","01:22:07","143","157","--","--","--","8:30","4:56","326","290","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-02-01 06:02:57,false,"8.05K","8.05","630","01:03:16","144","153","--","--","--","7:52","2:55","160","225","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-30 06:06:29,false,"9.66K Slow/Fast","10.06","743","01:19:54","143","173","--","--","--","7:57","3:30","301","335","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-27 09:53:15,false,"9.66K","9.66","709","01:08:40","149","161","--","--","--","7:06","5:20","33","36","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-26 16:17:20,false,"16.09K","16.09","1,196","01:54:22","153","165","--","--","--","7:06","4:42","88","93","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-25 06:13:52,false,"9.66K","9.66","686","01:15:14","144","184","--","--","--","7:47","3:36","379","391","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-21 20:19:38,false,"6.44K","6.44","491","00:49:30","146","152","--","--","--","7:41","4:16","176","192","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-19 07:10:24,false,"25.75K","25.75","1,671","03:36:28","143","180","--","--","--","8:24","3:34","601","615","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-18 05:52:10,false,"12.9K","12.87","884","01:44:17","142","172","--","--","--","8:06","4:15","328","320","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","898","929"
Running,2013-01-16 19:38:58,false,"6.44K + Strides","8.14","587","01:00:47","150","188","--","--","--","7:28","3:37","213","187","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-15 19:33:47,false,"12.9K","12.88","984","01:45:38","146","173","--","--","--","8:12","3:28","331","343","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-12 06:25:40,false,"22.53K","22.53","1,609","03:11:00","144","177","--","--","--","8:29","4:27","650","651","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-11 05:49:13,false,"9.66K","9.66","623","01:24:21","133","161","--","--","--","8:44","3:24","174","185","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-09 05:53:10,false,"2X4.8K","13.52","966","01:48:19","145","175","--","--","--","8:01","3:52","245","292","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-07 19:56:10,false,"8.05K","8.05","596","01:07:12","141","149","--","--","--","8:21","5:12","188","185","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","880","927"
Running,2013-01-06 06:47:40,false,"RockNRun Coimbatore Half Marathon","19.87","1,483","02:10:29","162","172","--","--","--","6:34","4:54","150","146","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-04 05:58:45,false,"9.66K","9.66","714","01:17:52","146","165","--","--","--","8:04","4:57","188","193","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2013-01-02 19:46:00,false,"3x3.2","13.61","1,091","01:47:27","154","166","--","--","--","7:54","4:28","409","412","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","896","931"
Running,2012-12-31 19:21:21,false,"8.05K","8.05","655","01:05:25","148","156","--","--","--","8:08","4:45","264","257","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-30 07:38:43,false,"16K","16.09","1,095","02:37:18","133","158","--","--","--","9:47","2:30","547","546","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-28 20:00:36,false,"Untitled","8.15","628","01:02:56","154","172","--","--","--","7:43","3:58","103","115","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-26 19:54:24,false,"Untitled","2.17","163","00:16:26","144","152","--","--","--","7:35","5:04","135","70","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-24 06:12:25,false,"6.44K","6.45","400","00:51:23","138","158","--","--","--","7:58","5:06","28","211","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-23 07:26:36,false,"25.75K","25.75","2,053","03:26:16","155","180","--","--","--","8:01","2:08","125","126","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-19 06:24:09,false,"11.3K","11.27","813","01:34:50","146","189","--","--","--","8:25","4:39","211","229","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-17 20:42:36,false,"9.3K","9.26","739","01:15:41","151","165","--","--","--","8:10","4:08","263","230","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-15 23:59:21,false,"Bangalore Midnight Half Marathon","21.25","1,628","02:24:45","168","176","--","--","--","6:49","4:46","229","229","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-11 20:13:39,false,"4K","4.14","326","00:34:12","146","154","--","--","--","8:15","3:45","193","75","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-08 19:21:05,false,"22.53K","22.53","1,934","03:36:08","148","161","--","--","--","9:36","4:04","541","567","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-07 20:40:40,false,"6.44K","6.44","544","00:50:42","151","164","--","--","--","7:52","4:16","200","214","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-12-02 07:02:07,false,"Gurgaon Marathon and a Half - 2 Dec 2012 - Half Marathon","21.07","1,563","02:21:08","161","176","--","--","--","6:42","4:59","63","68","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-28 06:04:10,false,"5K","5.35","374","00:52:29","130","149","--","--","--","9:48","5:04","104","127","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-26 20:03:50,false,"6.44K + strides","8.13","637","01:01:51","152","170","--","--","--","7:36","3:41","138","160","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","871","927"
Running,2012-11-24 19:58:33,false,"20.92K","20.92","1,610","03:06:03","147","160","--","--","--","8:54","4:01","621","607","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-23 06:25:30,false,"6.44K","6.44","545","00:52:43","151","162","--","--","--","8:11","4:51","228","139","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-21 05:48:37,false,"3 x 2.4K","10.94","859","01:20:45","160","176","--","--","--","7:23","2:00","246","243","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-19 19:05:56,false,"6.44K + Strides","7.96","659","01:05:45","149","172","--","--","--","8:16","4:08","296","289","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-17 18:51:44,false,"19.31K","19.31","1,570","02:52:39","147","171","--","--","--","8:56","2:17","626","826","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-16 06:11:34,false,"6.44K","7.12","538","01:00:50","143","181","--","--","--","8:32","4:39","192","191","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-15 05:47:24,false,"5K","5.75","398","00:48:14","141","173","--","--","--","8:23","5:17","255","149","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","790","918"
Running,2012-11-13 19:15:11,false,"Diwali","2.80","183","00:22:12","130","157","--","--","--","7:56","1:40","145","162","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","860","930"
Running,2012-11-11 07:02:38,false,"Bangalore Ultra 2012 - 12.5K","12.55","1,007","01:22:14","169","182","--","--","--","6:33","4:21","52","42","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-09 20:58:47,false,"5K","5.77","446","00:49:29","143","168","--","--","--","8:35","4:56","132","83","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-06 21:01:56,false,"16K","16.74","1,212","02:20:41","144","165","--","--","--","8:24","1:53","398","446","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-03 18:08:33,false,"5K","5.72","459","00:50:28","140","154","--","--","--","8:49","5:11","91","100","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-02 20:17:14,false,"16K","16.77","1,386","02:28:09","146","154","--","--","--","8:50","3:05","473","502","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-11-01 19:52:16,false,"5K","5.40","457","00:41:56","148","178","--","--","--","7:46","4:16","291","251","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-10-28 06:59:14,false,"Celebration Run 2012 - Mysore, 10K","10.11","782","01:07:48","157","179","--","--","--","6:42","4:44","107","94","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-10-26 18:59:38,false,"5K","5.74","451","00:48:50","138","153","--","--","--","8:30","4:16","154","153","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-10-24 18:14:26,false,"5K","5.76","446","00:49:12","138","154","--","--","--","8:33","4:30","241","177","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-10-22 19:56:54,false,"5K","5.76","427","00:50:38","136","158","--","--","--","8:48","4:09","162","206","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-10-21 18:33:49,false,"10K","10.66","868","01:31:15","147","166","--","--","--","8:34","5:01","278","234","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-10-19 20:52:29,false,"10K","10.63","856","01:35:16","143","156","--","--","--","8:58","3:58","420","347","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-10-18 20:03:28,false,"10K","10.73","812","01:33:37","139","150","--","294","294","8:44","0:04","392","443","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2012-10-17 20:26:22,false,"10K","10.81","887","01:34:23","143","152","--","--","--","8:44","4:37","451","471","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
