Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Avg Run Cadence.1,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,cloud_cover,wind_speed_10m,wind_gusts_10m
Running,2024-05-14 05:59:38,False,Menlo Park - W03D2-Intervals,5.21,454,00:42:35,153,169,3.4,163,174,8:10,6:28,7,9,0.76,7.8,6.1,316,50.6% L / 49.4% R,8:12,--,270,0.0,261,365,"6,858",-12,19.0,No,00:00:01.6,14,25.0,32,18,42,00:42:33,00:42:35,15,23,13.8,92.77328,12.65,13.103699,100.0,10.495713,26.28
Running,2024-05-12 06:17:57,False,Menlo Park - W02D7-Long Run,10.05,839,01:30:05,143,156,3.4,160,167,8:58,5:21,14,17,0.71,6.9,5.0,347,49.8% L / 50.2% R,8:57,--,221,0.0,220,391,"14,332",-16,19.0,No,00:00:01.9,13,25.0,30,18,42,01:29:50,01:30:05,8,22,13.95,86.31014,11.7,12.835371,98.0,11.252519,20.880001
Running,2024-05-11 06:17:56,False,Menlo Park - W02D6-Intervals,4.9,416,00:38:55,153,172,3.7,162,176,7:57,6:05,8,12,0.78,7.5,6.0,322,49.7% L / 50.3% R,7:58,--,284,0.0,271,383,"6,246",-12,17.0,No,00:00:05.4,12,25.0,34,19,50,00:38:50,00:38:55,12,22,11.35,90.79836,9.9,9.836395,45.0,10.296251,18.359999
Running,2024-05-09 05:36:03,False,Bellevue - W02D4b-Recovery Run,3.41,284,00:30:30,143,167,2.5,159,167,8:57,6:15,21,25,0.71,6.7,4.8,357,49.3% L / 50.7% R,8:56,--,228,0.0,225,341,"4,792",-9,14.0,No,00:00:03.4,6,23.0,32,17,47,00:30:28,00:30:30,3,20,9.15,94.73818,8.35,7.473113,11.0,8.534353,14.4
Running,2024-05-08 05:44:01,False,Bellevue - W02D3-Intervals,5.11,438,00:41:51,155,171,3.7,162,177,8:12,5:08,37,39,0.76,7.0,5.5,321,49.4% L / 50.6% R,8:10,--,270,0.0,257,427,"6,684",-11,13.0,No,00:00:06.1,12,24.0,40,28,53,00:41:49,00:41:51,3,17,8.05,97.97993,7.75,6.4230165,83.0,7.145796,12.599999
Running,2024-05-07 06:15:41,False,Barnet - W02D2-Recovery Run,4.7,388,00:45:07,139,149,2.6,157,163,9:36,7:34,30,33,0.68,6.5,4.5,371,49.7% L / 50.3% R,9:34,--,208,0.0,206,298,"6,996",-10,17.0,No,00:00:01.7,7,25.0,31,17,41,00:45:00,00:45:07,50,64,9.5,93.79597,8.55,7.2636347,0.0,12.7279215,20.880001
Running,2024-05-06 07:51:58,False,Barnet Running,3.14,264,00:30:11,142,155,2.4,155,163,9:37,7:04,35,38,0.68,6.3,4.4,371,50.1% L / 49.9% R,9:32,--,214,0.0,209,368,"4,648",-7,19.0,No,00:01:22.6,4,27.0,32,18,40,00:30:09,00:30:11,51,76,10.35,96.71286,9.85,8.957769,100.0,9.3669195,18.0
Running,2024-05-05 06:02:05,False,Barnet - W01D7-Long Run,7.71,638,01:15:15,138,150,3.0,156,167,9:45,7:58,65,66,0.67,5.9,4.1,367,49.5% L / 50.5% R,9:42,--,198,0.0,196,307,"11,602",-16,14.0,No,00:00:06.8,10,24.0,31,15,41,01:15:13,01:15:15,51,79,7.9,98.64765,7.7,7.086171,54.0,1.484318,10.440001
Running,2024-05-04 08:20:04,False,Barnet - W01D6-Fartlek Run,4.57,397,00:45:15,143,160,3.0,153,197,9:54,6:12,71,38,0.67,6.3,4.4,368,49.2% L / 50.8% R,9:39,--,220,0.0,213,338,"6,882",-11,19.0,No,00:00:05.4,7,27.0,33,19,44,00:45:10,00:45:15,53,90,11.25,82.33906,8.35,9.42278,98.0,9.565437,24.84
Running,2024-05-03 08:26:19,False,Barnet Running,2.93,254,00:30:07,132,149,2.4,151,158,10:16,8:14,35,38,0.66,6.4,4.4,382,49.3% L / 50.7% R,10:09,--,209,0.0,199,355,"4,524",-7,14.0,No,00:09:53.7,3,26.0,33,16,44,00:30:06,00:30:07,50,75,10.45,89.822174,8.85,7.040928,100.0,21.313093,45.719997
Running,2024-05-01 06:40:58,False,Barnet - W01D3-Intervals,4.03,349,00:35:26,149,166,3.5,156,178,8:48,5:38,52,50,0.72,6.7,4.9,320,50.3% L / 49.8% R,--,--,--,0.0,--,--,"5,478",--,18.0,No,00:00:06.1,11,25.0,--,--,--,00:35:25,00:35:26,72,111,9.45,98.99658,9.3,8.42412,100.0,5.8048253,11.159999
Running,2024-04-30 06:44:54,False,Barnet - W01D2-Easy Run,4.1,350,00:40:12,139,150,2.7,153,169,9:48,7:46,53,52,0.67,6.5,4.4,367,50.1% L / 49.9% R,--,--,--,0.0,--,--,"6,084",--,18.0,No,00:00:01.2,8,25.0,--,--,--,00:40:01,00:40:12,41,79,8.55,89.06284,6.85,5.9361897,3.0,12.413477,21.24
Running,2024-04-28 10:15:12,False,Barnet - W04D7-Long Run,5.96,494,01:00:13,143,153,2.4,152,165,10:06,7:54,42,54,0.65,7.1,4.7,373,50.3% L / 49.7% R,--,--,--,0.0,--,--,"9,050",--,15.0,No,00:00:01.5,9,23.0,--,--,--,00:59:58,01:00:13,54,94,6.35,85.523834,4.1,1.308559,100.0,24.95452,46.44
Running,2024-04-25 06:28:28,False,Barnet - W04D4-Steady Run,4.43,383,00:40:18,147,161,3.3,157,169,9:05,7:05,51,58,0.70,6.9,5.0,347,49.1% L / 50.9% R,--,--,--,0.0,--,--,"6,116",--,17.0,No,00:00:06.3,7,23.0,--,--,--,00:40:13,00:40:18,62,104,4.5,71.28023,-0.25,0.77902174,100.0,10.685391,18.72
Running,2024-04-23 05:45:28,False,Barnet - W04D2-Easy Run,3.44,292,00:35:17,138,155,2.7,151,160,10:16,8:09,52,49,0.65,6.6,4.4,379,49.2% L / 50.8% R,--,--,--,0.0,--,--,"5,170",--,15.0,No,00:00:08.1,6,24.0,--,--,--,00:35:15,00:35:17,44,65,5.65,96.92583,5.2,3.9395847,100.0,3.671294,6.4799995
Running,2024-04-21 06:09:52,False,Barnet - W03D7-Long Run,7.54,691,01:25:38,145,170,3.2,144,154,11:22,9:15,94,87,0.60,9.9,6.0,252,49.5% L / 50.5% R,--,--,--,0.0,--,--,"12,306",--,11.0,No,00:00:06.8,11,22.0,--,--,--,01:25:33,01:25:38,39,109,4.25,78.26389,0.8,-0.23550034,95.0,17.057314,30.599998
Running,2024-04-18 20:06:56,False,Barnet - W03D4-Intervals,2.68,237,00:27:52,141,160,3.1,145,173,10:23,7:25,43,36,0.66,9.8,6.5,250,50.0% L / 50.0% R,--,--,--,0.0,--,--,"3,982",--,17.0,No,00:00:06.9,13,24.0,--,--,--,00:27:51,00:27:52,44,71,8.35,57.32346,0.4,3.6518812,100.0,18.079027,32.399998
Running,2024-04-16 06:09:41,False,Barnet - W03D2-Easy Run,3.39,287,00:38:58,132,149,2.6,143,154,11:30,8:51,49,43,0.61,9.6,5.9,244,51.2% L / 48.8% R,--,--,--,0.0,--,--,"5,534",--,15.0,No,00:00:16.3,6,25.0,--,--,--,00:38:46,00:38:58,43,73,7.0,83.52605,4.4,2.2458243,21.0,23.4,43.56
Running,2024-04-14 20:42:28,False,Barnet - W02D7-Long Run,3.92,343,00:45:26,135,155,2.8,142,213,11:35,5:13,69,48,0.61,9.6,5.9,248,49.9% L / 50.1% R,--,--,--,0.0,--,--,"6,388",--,15.0,No,00:00:08.5,7,28.0,--,--,--,00:45:05,00:45:26,44,77,9.25,61.1612,2.15,5.323039,5.0,14.799459,26.64
Running,2024-04-11 05:56:32,False,Barnet - W02D4-Easy Run,2.74,233,00:30:42,138,153,2.7,146,159,11:12,8:30,34,37,0.62,9.6,6.0,253,49.6% L / 50.4% R,--,--,--,0.0,--,--,"4,436",--,20.0,No,00:00:14.7,5,24.0,--,--,--,00:30:27,00:30:42,40,66,11.95,93.91115,11.0,9.593156,100.0,18.289274,34.56
Running,2024-04-09 06:23:07,False,Barnet - W02D2a-Easy Run,2.73,231,00:30:38,133,153,2.7,144,168,11:13,9:07,40,42,0.62,--,--,--,--,--,--,--,0.0,--,--,"4,424",--,15.0,No,00:00:06.9,5,24.0,--,--,--,00:30:35,00:30:38,41,69,8.5,81.986,5.6,2.664506,100.0,32.55363,61.199997
Running,2024-04-07 17:30:03,False,Barnet - W01D7-Long Run,2.57,232,00:31:11,134,159,2.8,120,164,12:09,6:41,30,37,0.69,--,--,--,--,--,--,--,0.0,--,--,"3,754",--,21.0,No,00:00:08.7,5,22.0,--,--,--,00:29:23,00:31:11,48,70,13.5,67.96081,7.7,8.642014,100.0,29.215502,65.159996
Running,2024-04-04 19:30:07,False,Barnet - W01D4-Easy Run,2.79,251,00:32:02,139,160,2.8,139,187,11:30,4:07,54,17,0.64,--,--,--,--,--,--,--,0.0,--,--,"4,462",--,17.0,No,00:00:09.5,6,26.0,--,--,--,00:32:00,00:32:02,122,158,11.9,84.955826,9.45,8.788343,100.0,20.390114,42.12
Running,2024-04-03 06:59:49,False,Hendon - Golders Green,5.01,500,00:51:54,141,156,--,148,258,10:21,6:49,70,73,0.65,--,8.9,352,--,--,--,186,0.0,181,287,"7,628",--,--,No,00:51:54,1,--,--,--,--,00:51:37,00:51:54,50,77,10.05,93.82211,9.1,6.898349,100.0,20.008356,35.28
Running,2024-04-02 05:25:40,False,Hendon - Golders Green,5.01,476,00:51:32,144,159,--,150,234,10:17,5:32,62,65,0.65,--,8.7,356,--,--,--,185,0.0,179,297,"7,704",--,--,No,00:51:32,1,--,--,--,--,00:51:30,00:51:32,51,78,8.15,91.197205,6.8,5.3251963,100.0,13.779114,27.0
Running,2024-03-31 15:39:48,False,Hendon - Finchley,7.01,569,01:13:31,150,163,--,146,186,10:29,8:41,68,44,0.65,--,8.8,360,--,--,--,181,0.0,178,273,"10,702",--,--,No,01:13:31,1,--,--,--,--,01:13:30,01:13:31,44,88,11.1,78.22315,7.45,7.7795267,100.0,18.25026,38.88
Running,2024-03-29 11:11:08,False,Hendon,5.01,463,00:48:38,151,165,--,152,186,9:42,8:04,43,41,0.68,--,9.0,357,--,--,--,186,0.0,183,393,"7,364",--,--,No,00:48:38,1,--,--,--,--,00:48:28,00:50:10,48,80,10.05,79.963524,6.75,4.9951925,78.0,28.99062,61.56
Running,2021-12-22 09:41:58,False,Eden Running,0.01,2,00:00:44.2,88,97,0.0,--,--,--,15:40,--,--,--,--,--,--,--,--,--,--,0.0,--,--,--,--,21.0,No,00:00:44.2,1,21.0,--,--,--,00:00:00,00:00:49.1,340,389,0.55,94.3703,-0.25,-3.2162735,100.0,10.990322,21.599998
Running,2021-11-22 19:50:50,False,Barnet Running,2.58,215,00:28:32,152,170,2.8,140,165,11:03,9:07,38,35,0.65,--,--,--,--,--,--,--,0.0,--,--,"4,024",--,16.0,No,00:07:54.7,3,26.0,--,--,--,00:28:30,00:28:32,48,74,4.65,93.55826,3.7,1.2253613,6.0,13.324863,23.4
Running,2021-10-02 10:23:04,False,Barnet Running,3.18,260,00:30:04,154,175,3.2,155,162,9:27,7:34,22,26,0.68,--,--,--,--,--,--,--,0.0,--,--,"4,666",--,18.0,No,00:01:49.4,4,24.0,--,--,--,00:30:04,00:30:04,45,65,12.15,82.175415,9.2,8.704877,100.0,22.206486,41.039997
Running,2021-09-05 09:53:25,False,City of Westminster Running,10.01,776,01:31:22,149,171,3.7,130,247,9:08,5:38,30,40,0.85,--,--,--,--,--,--,--,0.0,--,--,"12,826",--,23.0,No,00:00:02.2,11,29.0,--,--,--,01:31:19,01:31:22,5,25,18.65,80.61608,15.25,18.768005,63.0,11.304229,25.919998
Running,2021-08-15 12:19:29,False,Running,0.48,35,00:04:23.6,124,137,--,142,170,9:04,4:24,--,--,0.78,--,--,--,--,--,--,--,0.0,--,--,562,--,--,No,00:04:23.6,1,--,--,--,--,00:03:16,00:04:23.6,--,--,20.9,65.10419,14.1,19.605352,32.0,19.734436,43.56
Running,2021-07-10 08:12:15,False,Barnet Running,2.44,194,00:26:03,145,166,2.4,146,159,10:41,8:40,28,31,0.64,--,--,--,--,--,--,--,0.0,--,--,"3,822",--,21.0,No,00:05:22.0,3,26.0,--,--,--,00:25:54,00:26:03,56,80,15.0,81.72118,11.9,14.860224,100.0,5.00128,16.199999
Running,2021-07-07 07:08:31,False,Barnet Running,2.51,201,00:27:36,138,159,2.3,146,159,11:01,8:09,28,32,0.62,--,--,--,--,--,--,--,0.0,--,--,"4,032",--,21.0,No,00:05:51.9,3,26.0,--,--,--,00:27:33,00:27:36,51,74,15.4,84.49798,12.8,13.164927,83.0,21.38897,43.92
Running,2021-07-01 06:58:52,False,Barnet Running,2.73,217,00:30:39,135,155,2.3,145,158,11:14,9:18,41,31,0.61,--,--,--,--,--,--,--,0.0,--,--,"4,438",--,20.0,No,00:08:16.3,3,25.0,--,--,--,00:30:38,00:30:39,33,62,13.4,83.71563,10.7,12.564938,79.0,7.2359104,15.4800005
Running,2021-04-29 18:49:03,False,Barnet Running,3.2,259,00:32:34,143,164,3.2,145,174,10:11,5:42,47,42,0.68,--,--,--,--,--,--,--,0.0,--,--,"4,748",--,19.0,No,00:02:44.8,4,28.0,--,--,--,00:32:14,00:32:34,49,75,9.0,53.875553,0.15,5.739443,45.0,7.9526596,21.24
Running,2021-04-09 07:52:45,False,Barnet Running,2.36,182,00:24:01,140,168,2.6,153,161,10:11,8:56,32,24,0.64,--,--,--,--,--,--,--,0.0,--,--,"3,656",--,15.0,No,00:03:43.5,3,25.0,--,--,--,00:24:00,00:24:01,50,75,5.25,88.78628,3.55,1.7439075,93.0,13.684735,26.64
Running,2021-03-11 07:40:31,False,Barnet Running,3.16,249,00:35:14,131,149,2.5,140,174,11:08,7:02,52,48,0.64,--,--,--,--,--,--,--,0.0,--,--,"4,986",--,15.0,No,00:02:10.6,4,27.0,--,--,--,00:35:02,00:35:14,48,75,8.65,69.58873,3.4,0.37949896,89.0,46.160084,88.2
Running,2021-03-06 11:44:02,False,Barnet Running,6.52,551,01:18:09,137,170,3.0,128,175,11:59,4:41,69,50,0.65,--,--,--,--,--,--,--,0.0,--,--,"10,404",--,15.0,No,00:06:34.5,7,28.0,--,--,--,01:13:05,01:18:09,36,71,6.0,61.03066,-0.95,1.968873,98.0,12.10157,28.8
Running,2021-03-05 12:44:37,False,Barnet Running,3.47,280,00:30:10,158,173,3.9,160,172,8:42,6:37,25,26,0.72,--,--,--,--,--,--,--,0.0,--,--,"4,838",--,14.0,No,00:04:04.0,4,25.0,--,--,--,00:30:09,00:30:10,44,62,4.8,58.312717,-2.7,-0.09253502,99.0,16.363178,39.239998
Running,2021-03-04 12:37:55,False,Barnet Running,3.16,255,00:34:10,141,158,2.8,140,236,10:48,7:42,54,39,0.67,--,--,--,--,--,--,--,0.0,--,--,"4,878",--,16.0,No,00:02:05.3,4,26.0,--,--,--,00:34:08,00:34:10,51,80,4.85,80.6331,1.8,0.7645941,100.0,15.463244,29.88
Running,2021-03-03 07:39:42,False,Barnet Running,2.73,223,00:31:13,135,161,2.7,137,170,11:26,6:57,49,33,0.64,--,--,--,--,--,--,--,0.0,--,--,"4,350",--,12.0,No,00:08:56.9,3,19.0,--,--,--,00:30:50,00:31:13,54,82,1.95,99.288574,1.85,-0.8488686,100.0,6.696387,14.4
Running,2021-03-02 07:46:36,False,Barnet Running,3.29,265,00:38:09,138,162,2.6,136,170,11:36,7:05,50,37,0.63,--,--,--,--,--,--,--,0.0,--,--,"5,262",--,13.0,No,00:03:55.1,4,25.0,--,--,--,00:37:41,00:40:57,51,80,1.45,99.64226,1.4,-2.0970707,100.0,11.298495,21.24
Running,2021-02-27 11:19:50,False,Barnet Running,6.28,507,01:15:21,135,161,2.8,124,166,12:00,8:12,98,90,0.67,--,--,--,--,--,--,--,0.0,--,--,"9,784",--,19.0,No,00:03:38.9,7,28.0,--,--,--,01:13:53,01:15:21,33,99,9.4,69.985016,4.2,7.405818,15.0,4.198285,14.4
Running,2021-02-26 07:35:01,False,Barnet Running,3.25,253,00:37:37,127,147,2.4,138,176,11:34,2:27,50,39,0.63,--,--,--,--,--,--,--,0.0,--,--,"5,256",--,14.0,No,00:03:29.1,4,26.0,--,--,--,00:36:42,00:37:37,49,77,0.45,92.6638,-0.6,-2.6600602,0.0,6.1305785,10.799999
Running,2021-02-25 07:17:12,False,Barnet Running,3.21,243,00:40:12,122,142,2.2,133,172,12:31,7:16,45,40,0.60,--,--,--,--,--,--,--,0.0,--,--,"5,420",--,16.0,No,00:02:50.2,4,27.0,--,--,--,00:39:15,00:40:12,48,71,9.5,78.24755,5.9,6.785227,98.0,11.609651,24.48
Running,2021-02-24 07:37:09,False,Barnet Running,3.2,251,00:36:57,130,156,2.6,138,170,11:34,7:17,48,40,0.63,--,--,--,--,--,--,--,0.0,--,--,"5,232",--,18.0,No,00:06:12.3,4,28.0,--,--,--,00:36:01,00:36:57,49,73,10.9,74.27228,6.5,6.187586,49.0,26.242987,50.399998
Running,2021-02-23 07:33:56,False,Barnet Running,3.18,248,00:37:52,128,157,2.4,134,170,11:54,8:07,52,38,0.63,--,--,--,--,--,--,--,0.0,--,--,"5,276",--,16.0,No,00:02:37.5,4,27.0,--,--,--,00:37:01,00:37:52,49,77,6.35,93.31865,5.35,2.8759322,99.0,15.986595,32.760002
Running,2021-02-21 11:47:40,False,Barnet Running,6.16,500,01:22:06,131,155,2.4,120,162,13:20,9:18,69,70,0.63,--,--,--,--,--,--,--,0.0,--,--,"10,378",--,20.0,No,00:02:12.5,7,25.0,--,--,--,01:15:44,01:22:06,58,93,12.65,80.87027,9.45,10.747032,32.0,12.10157,28.8
Running,2021-02-20 11:42:06,False,Barnet Running,5.62,448,01:07:39,146,163,2.7,137,162,12:03,7:21,67,55,0.61,--,--,--,--,--,--,--,0.0,--,--,"9,406",--,21.0,No,00:07:49.0,6,26.0,--,--,--,01:07:20,01:07:39,77,111,13.15,66.73736,7.1,8.399103,100.0,27.475807,54.36
Running,2021-02-15 18:30:55,False,Barnet Running,6.07,462,01:08:47,141,156,2.8,142,158,11:20,9:30,67,60,0.62,--,--,--,--,--,--,--,0.0,--,--,"9,770",--,15.0,No,00:01:02.5,7,23.0,--,--,--,01:08:27,01:08:47,74,109,8.6,91.22732,7.25,5.8501062,99.0,14.003029,32.760002
Running,2021-02-06 16:29:10,False,Barnet - W06D7-Long Run,8.35,700,01:32:48,148,173,3.4,140,168,11:07,8:12,140,113,0.64,--,--,--,--,--,--,--,0.0,--,--,"13,194",--,13.0,No,00:00:19.5,14,28.0,--,--,--,01:32:13,01:36:40,36,88,6.35,93.31865,5.35,4.0228567,96.0,8.12197,21.24
Running,2021-02-05 07:45:30,False,Barnet Running,2.56,191,00:30:14,127,143,2.1,146,161,11:49,9:45,37,24,0.58,--,--,--,--,--,--,--,0.0,--,--,"4,406",--,14.0,No,00:06:37.8,3,26.0,--,--,--,00:30:14,00:30:14,56,83,5.45,98.621025,5.25,3.0169287,100.0,8.699793,19.44
Running,2021-02-03 07:43:18,False,Barnet - W06D4-Fartlek,3.62,275,00:42:35,130,151,2.5,144,162,11:45,8:56,52,44,0.59,--,--,--,--,--,--,--,0.0,--,--,"6,132",--,16.0,No,00:00:05.9,6,26.0,--,--,--,00:42:32,00:42:35,53,80,6.55,96.94765,6.1,4.7070665,100.0,5.937272,15.119999
Running,2021-01-20 06:46:08,False,Barnet Running,2.0,156,00:22:52,128,138,2.1,145,166,11:26,8:48,29,21,0.60,--,--,--,--,--,--,--,0.0,--,--,"3,326",--,17.0,No,00:00:00.7,3,27.0,--,--,--,00:21:56,00:22:52,71,97,9.7,88.85432,7.95,4.275058,100.0,33.53415,66.6
Running,2021-01-18 20:29:47,False,Barnet Running,3.38,258,00:41:03,130,153,2.1,137,153,12:08,9:27,49,41,0.60,--,--,--,--,--,--,--,0.0,--,--,"5,692",--,15.0,No,00:06:00.8,4,25.0,--,--,--,00:41:01,00:41:03,57,83,6.8,93.98961,5.9,2.3655562,100.0,23.4,42.12
Running,2021-01-15 17:51:48,False,Barnet Running,10.59,859,02:08:49,138,174,3.0,131,250,12:10,8:23,162,140,0.63,--,--,--,--,--,--,--,0.0,--,--,"17,170",--,8.0,No,00:08:46.0,11,26.0,--,--,--,02:05:10,02:09:24,39,124,2.55,80.59793,-0.45,-0.24177313,95.0,4.1046314,4.68
Running,2021-01-13 07:51:15,False,Barnet Running,3.0,228,00:41:30,111,149,2.1,114,160,13:49,8:56,31,24,0.63,--,--,--,--,--,--,--,0.0,--,--,"4,878",--,13.0,No,00:00:03.6,4,26.0,--,--,--,00:41:24,01:05:07,70,100,2.7,94.129074,1.85,-0.66619635,100.0,10.587918,20.16
Running,2021-01-11 08:01:52,False,Barnet - W03D2-Easy Run,3.01,230,00:35:13,126,143,2.2,140,160,11:41,9:45,43,37,0.61,--,--,--,--,--,--,--,0.0,--,--,"4,970",--,13.0,No,00:00:09.6,5,23.0,--,--,--,00:34:53,00:35:13,57,84,2.7,96.16534,2.15,-1.4920111,59.0,16.610792,30.599998
Running,2021-01-08 18:27:21,False,Barnet Running,9.14,731,01:46:28,141,170,2.9,142,160,11:39,7:46,152,134,0.60,--,--,--,--,--,--,--,0.0,--,--,"15,156",--,6.0,No,00:02:13.9,10,24.0,--,--,--,01:45:51,01:46:28,31,105,-1.6,94.62163,-2.35,-5.612059,9.0,10.630672,19.44
Running,2021-01-06 07:18:39,False,Barnet Running,6.01,411,01:01:08,132,150,2.4,149,164,10:10,7:25,53,56,0.66,--,--,--,--,--,--,--,0.0,--,--,"9,094",--,13.0,No,00:00:11.8,7,22.0,--,--,--,01:00:56,01:01:08,57,97,1.55,98.576996,1.35,-2.6158695,100.0,15.484185,30.599998
Running,2021-01-02 18:36:16,False,Barnet - W01D7-Long Run,8.07,631,01:34:18,139,162,2.7,142,164,11:41,9:10,93,67,0.60,--,--,--,--,--,--,--,0.0,--,--,"13,512",--,8.0,No,00:00:06.5,11,22.0,--,--,--,01:33:32,01:34:18,53,114,0.95,90.6939,-0.4,-2.7004128,99.0,10.041354,18.359999
Running,2020-12-30 06:19:36,False,Barnet - W01D4-Steady Run,3.45,266,00:37:06,136,158,2.6,144,165,10:46,8:48,43,35,0.65,--,--,--,--,--,--,--,0.0,--,--,"5,432",--,10.0,No,00:00:05.8,5,22.0,--,--,--,00:37:05,00:37:06,55,89,-0.45,92.61122,-1.5,-4.3786993,99.0,10.853866,19.8
Running,2020-12-28 19:18:19,False,Barnet - W01D2-Easy Run,3.57,275,00:40:08,140,165,2.4,144,163,11:14,8:59,47,43,0.62,--,--,--,--,--,--,--,0.0,--,--,"5,796",--,11.0,No,00:00:07.5,6,23.0,--,--,--,00:40:06,00:40:08,57,84,2.45,94.4548,1.65,-1.4974418,100.0,14.336861,26.64
Running,2020-12-25 11:37:03,False,Barnet Running,8.14,677,01:32:27,139,167,3.6,133,166,11:22,7:38,117,90,0.66,--,--,--,--,--,--,--,0.0,--,--,"12,770",--,12.0,No,00:02:05.0,9,26.0,--,--,--,01:27:33,01:39:52,51,98,2.1,72.66051,-2.3,-2.7863116,36.0,16.676977,33.12
Running,2020-12-24 09:48:14,False,Barnet Running,7.94,651,01:27:21,147,184,3.8,142,170,11:00,6:34,127,116,0.64,--,--,--,--,--,--,--,0.0,--,--,"12,492",--,11.0,No,00:09:40.6,8,23.0,--,--,--,01:25:28,01:27:21,54,133,2.85,80.05696,-0.25,-2.6020977,1.0,22.553934,48.239998
Running,2020-12-22 08:53:08,False,Barnet Running,2.92,242,00:33:02,142,173,3.0,139,162,11:19,8:38,43,40,0.64,--,--,--,--,--,--,--,0.0,--,--,"4,684",--,16.0,No,00:10:06,3,28.0,--,--,--,00:32:06,00:33:02,47,73,9.5,87.038795,7.45,7.3965406,100.0,9.904906,23.759998
Running,2020-12-18 07:41:35,False,Barnet Running,2.62,198,00:32:29,124,143,2.2,133,160,12:23,9:30,39,31,0.61,--,--,--,--,--,--,--,0.0,--,--,"4,360",--,19.0,No,00:08:31.4,3,27.0,--,--,--,00:32:12,00:32:29,51,76,10.85,83.98215,8.25,6.0722485,100.0,29.620802,56.16
Running,2020-12-16 08:13:43,False,Barnet Running,2.69,211,00:33:15,133,158,2.4,132,164,12:21,9:24,43,32,0.62,--,--,--,--,--,--,--,0.0,--,--,"4,424",--,18.0,No,00:09:46.3,3,28.0,--,--,--,00:32:59,00:33:15,50,78,7.9,87.18459,5.9,3.4080229,78.0,23.795427,45.0
Running,2020-12-13 16:12:53,False,Barnet Running,5.02,402,01:00:52,142,163,2.4,138,166,12:07,8:40,51,43,0.60,--,--,--,--,--,--,--,0.0,--,--,"8,558",--,17.0,No,00:00:30.9,6,27.0,--,--,--,01:00:41,01:00:52,51,86,9.45,93.47657,8.45,5.359316,100.0,25.264202,46.8
